filename,label
076.Dark_eyed_Junco/Dark_Eyed_Junco_0102_67402.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0062_68198.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0012_66932.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0061_66858.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0124_67664.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0015_66576.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0132_66476.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0081_67223.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0094_68735.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0093_67335.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0041_66464.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0023_68661.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0044_68213.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0084_66455.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0087_68102.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0010_66649.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0016_68738.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0105_66479.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0048_66981.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0021_66261.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0088_66722.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0089_68498.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0111_66488.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0114_67964.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0130_67867.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0083_66449.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0071_67426.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0131_66423.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0017_67676.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0043_68689.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0078_66866.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0106_68139.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0024_68961.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0040_66689.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0115_68840.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0069_68416.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0090_69051.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0109_66326.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0014_66258.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0005_68813.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0008_68321.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0063_67688.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0113_68470.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0091_67304.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0058_68784.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0031_66785.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0086_66437.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0026_68061.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0104_67820.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0059_66305.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0103_67700.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0011_66280.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0057_68650.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0037_66321.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0013_66332.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0030_68439.jpg,076.Dark_eyed_Junco
076.Dark_eyed_Junco/Dark_Eyed_Junco_0096_68514.jpg,076.Dark_eyed_Junco
